,yn,score
106,1,4.972995303603609
107,1,4.208634145360063
108,1,4
109,1,4
110,1,4
111,1,4.993303356744996
112,1,4.954907871796497
113,1,2.174965874092554
114,1,3
115,1,4.91946753883716
116,1,4
117,1,4.585152346593484
118,1,4
119,1,4.985890969261334
120,1,4.963253487440996
121,1,4.971561212562691
122,1,4.739165655542377
123,1,2.868814394741632
124,0,4
125,1,4.6305489310133865
126,1,4.940502635458378
127,1,4.906722378527494
128,1,1.1555510586253142
129,1,4.994411847580663
130,1,4.960714713421399
131,1,4.5
132,1,4.9964390789901145
133,1,0.4800609552534424
134,1,4.7092953076043
135,1,4.998686381675794
136,1,4.137563478557457
137,1,4.960727478337136
138,1,4.876267886615495
139,1,3
140,1,4.987943538976433
141,1,3
142,0,3
143,1,4.941266798300151
144,1,2.142854423458163
145,1,4.263331635439972
146,1,4.3523123385197255
147,1,3.991097703664612
148,1,4
149,1,4.983530610776262
150,1,1.7972787129248728
151,1,4.93646604414624
152,1,4
153,1,4.603865993935668
154,1,4.86708345300654
155,1,0.008423105946113871
156,1,2.397581870584743
157,1,4.76586902371623
158,1,4.981126738511859
159,1,4
160,1,2.1324056402538765
161,0,4
162,1,3.312460232665932
163,1,4.9599846486675725
164,1,4.5
165,1,4.993133676842391
166,1,3
167,1,4
168,1,3
169,1,4
170,1,4
171,1,4.95978874255404
172,1,2.7519184741612683
173,1,4.8886645367406425
174,0,4
175,1,3
176,1,4.874981410766105
177,1,4.641175352372139
178,1,4
179,1,2.9097746980671992
180,1,4.5
181,1,4.5
182,1,3
183,1,4.028357065818762
184,1,1.114437549990894
185,1,4.9955588994755455
186,1,4.9300311912060835
187,1,4.826676344437525
188,1,4.908945221549765
189,1,4
190,1,4
191,1,4.992905609589176
192,1,4.906376928900441
193,1,4.9084281328940635
194,1,4.273105647808133
195,1,4
196,1,4.992396085380386
197,1,4
198,1,4
199,1,4
200,1,4.92113439665971
201,1,4.965100675050461
202,1,4.995288506067709
203,1,4.982414995321557
204,1,3.2430992886414454
205,1,2.818069946496355
206,1,4.97952748575887
207,1,4.98520137453184
208,1,0.44861316921976724
209,1,4.466892558176482
210,1,0.08466305555539166
211,1,1.1832895353456807
212,1,4.412880284937069
213,1,4.5300684442119
214,1,0.9822566691816444
215,1,0.008892528732267937
216,1,0.028461548179793954
217,1,4.68336625484288
218,1,4.974139199658156
219,1,4.896487329949404
220,1,4.974474523418695
221,1,4.985383158411876
222,1,0.031064253038852317
223,1,1.8265443351731065
224,1,0.44865605258200675
225,1,4.802456100447845
226,0,0.6433391026260065
227,1,4.980805233360799
228,1,4.8596101841280674
229,1,4.8229283612095
230,1,4.897366217700867
231,1,1.1805646751875223
232,1,0.593528086294122
233,1,4.990994852663562
234,1,0.21006400962444993
235,1,1.1775303883019512
236,1,4.99531646954032
237,1,4.733603306168862
238,1,4.988307755313584
239,1,1.5346748860978048
240,1,3.7242382281531867
241,1,4.99302895526974
242,1,0.0008541428300340443
243,1,4.95497012910337
244,1,4.9799128775548285
245,1,1.01985712813893
246,1,4.996336818830173
247,1,4.822558349277089
248,1,1.2810629743765525
249,1,0.8898413060782494
250,1,0.0008803208572981037
251,1,4.9992565092325325
252,1,4.990545063747182
253,1,4.998044541211434
254,1,0.5239333103052886
255,1,2.363250051320711
256,1,4.957379394856412
257,1,0.997416474718484
258,1,4.982654223556585
259,1,4.828644042024118
260,1,4.825452351228001
261,1,1.7262027441889052
262,1,1.4101622731407308
263,1,0.026286312694897333
264,1,4.980123071892474
265,1,4.994259798277412
266,1,0.01097707533015334
267,1,4.976804271475013
268,1,4.9723193856661005
269,1,4.986651647028296
270,1,3.7280189402818342
271,1,4.870370031314655
272,1,1.3887116131181008
273,1,1.5185759183884846
274,1,4.986798712010338
275,1,2.2461233765992086
276,1,4.567068949037773
277,1,4.948432676557044
278,1,1.1340912359146567
279,1,1.2811310993890783
280,1,0.44358531992032507
281,1,0.39318210924746655
282,1,4.893031267009902
283,1,4.973667893913216
284,1,4.971383373365089
285,1,4.998179759501644
286,0,0.10854091562255928
287,0,0.4764837888914339
288,0,0.2159542056129472
289,1,1.0419600909286262
290,1,4.892313438001313
291,1,4.754328264136239
292,1,3.6748544581247153
293,1,4.992907829160587
294,1,4.9686946890030335
295,1,4.933653353230392
296,1,4.997244825058437
297,1,4.890215381092515
298,1,4.768103795692826
299,1,4.5804224329138234
300,1,4.785261823290785
301,0,0.002608853133018503
302,1,4.860439716431241
303,1,4.983485094851232
304,0,0.11127089536157411
305,1,2.5691444376203667
306,1,4.580264365142
307,0,0.3067634831649316
308,1,1.157637376683706
309,0,0.11039202421169551
310,0,0.006435207243582821
311,1,4.971957878798381
312,1,4.111957416448456
313,0,0.10511449737316328
314,0,6.20094443959803e-05
315,1,4.952706158599601
316,0,1.4195902170066323
317,1,4.935249663621865
318,0,0.2749124988529174
319,1,4.706697869765148
320,0,0.00276576816906775
321,1,4.982305620860373
322,0,0.19481806844455093
323,1,4.954161805911311
324,1,4.956437696634704
325,0,0.01483203415899278
326,1,0.9818872348724715
327,0,0.35216563316204663
328,1,4.585403593039221
329,1,3.8806140438601457
330,1,4.970521570139721
331,1,4.917207475872718
332,1,4.02490503720032
333,1,2.9504361314049583
334,1,4.966914597685828
335,1,4.958952497287752
336,1,4.966110040087357
337,0,1.9708892784262377
338,0,1.3318307521756607
339,0,0.045736710553651944
340,1,4.998450859541022
341,0,0.002698459551228692
342,0,0.02864262135040183
343,1,4.974646584955429
344,1,4.954590085420008
345,1,4.999905825090714
346,1,4.998042083316811
347,1,4.622218645493274
348,1,4.969730555728348
349,1,0.6263292100594209
350,1,4.923455190645574
351,1,4.878791824027933
352,1,2.254410459947352
353,1,4.993701567099055
354,1,4.995905560122635
355,0,1.2748944176161792
356,1,4.9210195219367545
357,1,4.972799360833979
358,1,0.7555243258168678
359,1,1.8497663596340792
360,1,2.8652183147577466
361,1,1.5976035533138873
362,1,4.666079174971156
363,1,4.633443135719268
364,1,3.167355345323963
365,1,4.966348432122392
366,1,3.2797028527294807
367,1,4.940904141574075
368,1,3.6995821123547525
369,1,2.6117784345956236
370,1,4.989256415613881
371,0,0.0885096487232971
372,1,4.747937403848254
373,0,0.0016137270999563669
374,1,4.9922583117063075
375,0,0.0108979617778477
376,1,4.931208075438474
377,1,4.994249426700752
378,1,4.979765237016687
379,1,3.6952941612684045
380,0,0.11445991632992142
381,1,4.960400847896438
382,0,1.298423472436039
383,1,4.940839898729647
384,1,4.9286362482159936
385,0,0.024796695852201216
386,0,0.28485680536514396
387,1,1.981223694414861
388,1,4.948272009327171
389,1,4.230380929201171
390,1,4.993376629279506
391,0,0.010527846340022668
392,1,4.998708890395615
393,1,4.992651341641643
394,1,4.94844998982155
395,0,1.1053490408243716
396,0,0.5173629978992765
397,1,4.895315671999149
398,1,4.997024119118336
399,1,4.964533138272209
400,1,1.5585609809458887
401,1,0.8568444075069687
402,1,4.713387271808018
403,1,4.97478687444004
404,1,4.9480260699079
405,1,3.224805784292388
406,1,4.99342019779578
407,1,4.9232217844070725
408,1,1.5174162833711904
409,0,2.041830992079489
410,1,4.994940462017623
411,1,3.3481382791139973
412,1,4.4732487390890885
413,0,1.0157498234195437
414,0,0.06967774841523187
415,1,4.9963588967196095
416,1,4.845900430841259
417,0,0.014704965452573602
418,1,3.445849611642505
419,0,0.007564149971835253
420,0,0.09026621121935918
421,1,4.99691458076471
422,1,4.611088857925017
423,1,1.0020840569973106
424,0,0.004456322441632331
425,1,4.918164204415372
426,1,1.0175701035369569
427,1,3.549532737652502
428,0,0.0040945682818907285
429,1,4.907016896515404
430,1,4.9721271126143955
431,0,0.020090933080897926
432,1,4.976041185455139
433,1,4.9756180693897525
434,1,4.959925295344826
435,1,4.997813817055422
436,1,4.9837122038058395
437,1,4.611917056044346
438,0,0.46005539638710063
439,1,4.973282313701508
440,1,4.9596315467180325
441,0,0.013386370064372597
442,1,2.542085762274007
443,1,4.944439746349278
444,1,1.227732372419659
445,0,2.373093171322561
446,0,0.03983957172479176
447,0,0.1732297206571744
448,1,4.966869434278313
449,1,4.823939645360197
450,1,4.971175060367057
451,0,0.7602050550564707
452,0,0.036367897190412335
453,0,0.015590472604792502
454,1,4.695939494165071
455,1,3.87636568362666
456,1,4.994634336701635
457,1,4.9970869926602575
458,1,4.960300481284877
459,1,4.91164794045493
460,1,2.982487430286908
461,1,4.982356140599171
462,1,4.345609338665048
463,0,0.03399232788800888
464,1,1.0320645679539053
465,1,4.998245542085675
466,1,4.997197829314715
467,1,3.596342697961437
468,1,4.888593132217471
469,1,3.538998381895066
470,1,4.784445923954151
471,0,0.2967205415338819
472,1,4.936983923284967
473,1,4.82858805122894
474,1,2.7950025717071716
475,0,0.01898843972480554
476,0,0.038678501837787274
477,0,1.2374339398614298
478,1,4.64790759737537
479,1,4.9445422117601785
480,0,0.19726629823059105
481,1,4.993749800364769
482,1,4.734011069314461
483,1,4.986067040426559
484,0,0.004654154016477782
485,1,4.724505677043352
486,1,4.958691775671794
487,0,1.6893128739740553
488,1,4.990876748349051
489,0,1.9037592551546947
490,1,4.99407001802794
491,0,0.034231611138953594
492,1,4.994759983958671
493,1,4.956249315614444
494,1,4.994023579726104
495,0,0.016583684790461777
496,1,1.7023301521674161
497,1,4.994582942192556
498,1,4.282994221858587
499,0,0.10684722720584326
