,yn,score
180,,4.941979644390376
181,,4.849593771742447
182,,4.927640130157667
183,,4.864875794572093
184,,1.2928832608543583
185,,4.975251235545805
186,,4.990388597605915
187,,4.967671342977981
188,,4.997028693433568
189,,4.987059007058531
190,,4.989060201464846
191,,4.929803236002627
192,,4.994663261582971
193,,4.996584134382972
194,,4.948539128075601
195,,4.966278380113206
196,,4.940535253770189
197,,4.970155363791327
198,,4.978594045556836
199,,4.882650162351606
200,,4.98638364719825
201,,4.979407502402499
202,,4.951880721683621
203,,4.9865634514265125
204,,4.976387139197726
205,,4.976060052372112
206,,4.97957467442483
207,,4.983141606787527
208,,4.994443634226862
209,,4.991314723656058
210,,4.9903643991694535
211,,4.984515882959924
212,,4.996984061510727
213,,4.940365440221889
214,,4.995796677490938
215,,1.2093310319099901
216,,4.881422489243715
217,,4.878888853027946
218,,4.9364307571563915
219,,4.986013736169384
220,,4.892111919711775
221,,4.935337646992208
222,,4.915067749662759
223,,4.987722883394935
224,,4.911476364453023
225,,4.9557314821530545
226,,3.9644101561870184
227,,4.988145576160167
228,,4.994251027576782
229,,4.9889968405357905
230,,4.9944038119734095
231,,4.991805038530517
232,,4.948796583340336
233,,4.82742774688101
234,,4.995528319793078
235,,4.7656215975841985
236,,4.955546897687968
237,,4.932929791558839
238,,4.970351856315713
239,,4.991492823763122
240,,1.0105398460687363
241,,4.993269041134279
242,,4.980513118295094
243,,4.992765474765282
244,,4.916507895934188
245,,4.931413004707728
246,,4.486227165248265
247,,4.802372388760605
248,,4.96605499655155
249,,4.876909683172144
250,,4.885289867840213
251,,4.992182364312627
252,,4.953667475746058
253,,1.0043960503249947
254,,4.924253473879246
255,,4.994519607038178
256,,4.983096223744428
257,,4.915923158075891
258,,4.989511934396432
259,,4.963485330702504
260,,4.970428247925278
261,,4.762763602920098
262,,4.988161527429581
263,,4.836258273121602
264,,4.994484787273181
265,,4.988252315875144
266,,4.9859091916496245
267,,4.943748453214559
268,,4.594943672660365
269,,4.965122665774193
270,,4.995295790820721
271,,5.000119145891993
272,,4.982397104835374
273,,4.981125319603144
274,,4.994110156635332
275,,4.990083752565103
276,,4.817369433469553
277,,4.983338167991785
278,,4.830585016547611
279,,4.8381980924112575
280,,4.995092825377486
281,,4.973753393810638
282,,4.989513769807474
283,,4.954810214670696
284,,4.911372015337418
285,,1.567709134207805
286,,4.985529231099049
287,,4.975840455064977
288,,4.970272372283663
289,,4.859917533947705
290,,4.994643304996534
291,,4.871111003453564
292,,4.979162318919461
293,,4.967446609986076
294,,4.9870764428190615
295,,4.99038226777226
296,,4.499358525466082
297,,4.994012092506634
298,,4.944618512711962
299,,4.997173381471022
300,,4.976437504432885
301,,4.826640065798295
302,,4.907307629286574
303,,4.8412282309058945
304,,4.995807139607565
305,,4.996856664223067
306,,4.995406939196982
307,,4.907988415879773
308,,4.992731460320521
309,,1.151922272205588
310,,4.998602668016319
311,,4.874633999324931
312,,4.97301182724362
313,,4.937172666827455
314,,4.939915557397105
315,,4.285603726297753
316,,4.987603457463691
317,,4.947374036574896
318,,4.92963673619248
319,,4.950899773804711
320,,4.988148976772349
321,,4.996568796570487
322,,4.998276054970367
323,,4.9887711368132255
324,,4.698201224804349
325,,4.958292024517836
326,,4.931755130042053
327,,4.187560052713069
328,,4.998931291442309
329,,4.865081106346448
330,,4.986579794905794
331,,4.9922894602346295
332,,4.987241567839365
333,,4.991363087832217
334,,4.99821220942481
335,,4.934246995768097
336,,4.878176527576238
337,,4.869808446560307
338,,4.909116138373733
339,,4.247567240576592
340,,4.962558655822316
341,,4.952002325114661
342,,4.988218953359601
343,,4.970048320039474
344,,4.9839795281184225
345,,4.872475408569858
346,,4.976694410240832
347,,4.978436341212939
348,,4.994416113473392
349,,4.937391709121446
350,,4.974149738701362
351,,4.945598524051531
352,,4.9353114742263156
353,,4.687421226577519
354,,4.987006307254205
355,,4.981220580273146
356,,4.982772774352121
357,,4.979343550853109
358,,4.934845579298465
359,,4.957694952342448
360,,4.999191366740231
361,,4.981237144675354
362,,4.978348088571116
363,,4.921329592610902
364,,4.975379766280764
365,,4.995146706190938
366,,4.913643214642285
367,,4.882098446773348
368,,4.975294705068375
369,,4.936850964379897
370,,4.883774026835853
371,,4.587406398809588
372,,4.9701945789695205
373,,4.8425541990481635
374,,4.947244039818199
375,,4.981266256226598
376,,4.870309995303844
377,,4.995602597679548
378,,4.9952484174432215
379,,4.977884815866693
380,,4.992852884283319
381,,4.9759444888654105
382,,4.989367841114242
383,,4.96285490516287
384,,4.992517618170935
385,,4.876165187123541
386,,4.9986134176120816
387,,4.8205000170106524
388,,4.958163601660183
389,,4.998244534558721
390,,4.998503159945548
391,,4.647350661652835
392,,4.919335550498086
393,,4.979864385341345
394,,4.941499045235833
395,,4.303871159640582
396,,4.788390389162552
397,,4.983521407968871
398,,4.941530989448853
399,,4.993395765061919
400,,4.963692263668077
401,,4.985024150963805
402,,4.979569374680232
403,,4.9697993462818495
404,,4.985742919660311
405,,4.784817560640602
406,,4.998426274539177
407,,4.733346914315974
408,,4.957228549152058
409,,4.990014395373371
410,,4.997668067715523
411,,4.98184708760247
412,,4.999671447550428
413,,4.957497011148844
414,,4.988246376102379
415,,4.927401589069592
416,,4.997217820092178
417,,4.94738880726598
418,,1.0427298031075234
419,,4.956369560609263
420,,4.91477684682832
421,,4.9604328822523325
422,,4.906681241475483
423,,4.998749926525707
424,,4.986880774889451
425,,4.937263880464819
426,,4.974537999908359
427,,4.959557615696648
428,,4.995615335470194
429,,4.989300663263889
430,,4.993131073880288
431,,4.9161893999682675
432,,4.949154308296092
433,,4.9374405993350265
434,,4.912924333479989
435,,4.9139554124550475
436,,4.997398854377091
437,,4.781335076691312
438,,4.995971854429489
439,,4.8962437873575375
440,,4.697982811522261
441,,4.948371746164231
442,,4.9680392273805865
443,,4.942423350176175
444,,4.544994687105383
445,,4.964525736683053
446,,4.987791493434995
447,,4.992439079551421
448,,4.973798958319995
449,,4.988716894371706
450,,4.855427344403408
451,,4.827363635430561
452,,4.8263852383234305
453,,4.983368507349909
454,,4.93741970298679
455,,4.791275319064195
456,,4.992468166109129
457,,4.716043384204173
458,,4.955329363727465
459,,4.128813881615444
460,,4.9955878611247515
461,,4.998711135495834
462,,4.979643821363882
463,,4.995501232975494
464,,4.931173602314773
465,,4.562794746138225
466,,4.933272644229574
467,,4.996433765436383
468,,4.967164822939867
469,,4.990182845343943
470,,1.949696393584379
471,,4.885562096149922
472,,4.9919499501011675
473,,4.990269606897623
474,,4.987555833478408
475,,4.968783304358059
476,,4.9205139513523966
477,,4.910378723137716
478,,4.993107135447774
479,,4.998251896599886
480,,4.996033693211427
481,,2.552266033857207
482,,1.6434662374180016
483,,4.988598244846926
484,,4.991651044728838
485,,4.996492822340371
486,,4.995760832581944
487,,4.979115079157371
488,,4.898808837489179
489,,4.994358858840795
490,,4.92656755033273
491,,4.997914082973959
492,,4.966986053846141
493,,4.990812904599518
494,,4.8602860479152135
495,,4.243645538410407
496,,4.915889364191908
497,,4.991434501198859
498,,4.994061639443945
499,,4.939979536698362
